0,1,N-Z,N,Z,A,EL,MASSEXCESS,dMASSEXCESS,BINDINGENERGY_A,dBINDINGENERGY_A,BETA_DECAYENERGY,dBETA_DECAYENERGY,ATOMICMASS,dATOMICMASS,IsCalculated
1,0,1,1,0,1,n,8071.31806,0.00044,0,0,782.347,0.0004,1008664.916,0.00047,0
2,,-1,0,1,1,H,7288.971064,0.000013,0,0,,,1007825.032,0.000014,0
3,0,0,1,1,2,H,13135.7229,0.000015,1112.2831,0.0002,,,2014101.778,0.000015,0
4,0,1,2,1,3,H,14949.8109,0.00008,2827.2654,0.0003,18.59202,0.00006,3016049.281,0.00008,0
5,,-1,1,2,3,He,14931.21888,0.00006,2572.68044,0.00015,-13736,2000,3016029.322,0.00006,0
6,,-3,0,3,3,Li,28667,2000,-2267,667,,,3030775,2147,1
7,0,2,3,1,4,H,24621.129,100,1720.4491,25,22196.2131,100,4026431.867,107.354,0
8,,0,2,2,4,He,2424.91587,0.00015,7073.9156,0.0002,-22898.274,212.132,4002603.254,0.00016,0
9,,-2,1,3,4,Li,25323.19,212.132,1153.7603,53.033,,,4027185.561,227.733,0
10,0,3,4,1,5,H,32892.447,89.443,1336.3592,17.8885,21661.2131,91.6515,5035311.492,96.02,0
11,,1,3,2,5,He,11231.234,20,5512.1325,4,-447.6529,53.8516,5012057.224,21.47,0
12,,-1,2,3,5,Li,11678.887,50,5266.1325,10,-25460,2003,5012537.8,53.677,0
13,,-3,1,4,5,Be,37139,2003,18,401,,,5039870,2150,1
14,0,4,5,1,6,H,41875.725,254.127,961.6395,42.3545,24283.6294,254.1268,6044955.437,272.816,0
15,,2,4,2,6,He,17592.095,0.053,4878.5199,0.0089,3505.2147,0.0532,6018885.889,0.057,0
16,,0,3,3,6,Li,14086.88044,0.00144,5332.3312,0.0003,-4288.1534,5.4478,6015122.887,0.00155,0
17,,-2,2,4,6,Be,18375.034,5.448,4487.2478,0.908,-28945,2003,6019726.409,5.848,0
18,,-4,1,5,6,B,47320,2003,-467,334,,,6050800,2150,1
19,0,5,6,1,7,H,49135,1004,940,143,23062,1004,7052749,1078,1
20,,3,5,2,7,He,26073.128,7.559,4123.0578,1.0799,11166.0229,7.5595,7027990.652,8.115,0
21,,1,4,3,7,Li,14907.10463,0.00419,5606.4401,0.0006,-861.893,0.0707,7016003.434,0.0045,0
22,,-1,3,4,7,Be,15768.998,0.071,5371.5487,0.0101,-11907.5551,25.1504,7016928.714,0.076,0
23,,-3,2,5,7,B,27676.553,25.15,3558.7055,3.5929,,,7029712,27,0
24,0,4,6,2,8,He,31609.683,0.089,3924.521,0.0111,10663.8784,0.1005,8033934.388,0.095,0
25,,2,5,3,8,Li,20945.805,0.047,5159.7124,0.0059,16004.1329,0.0591,8022486.244,0.05,0
26,,0,4,4,8,Be,4941.672,0.035,7062.4356,0.0044,-17979.8973,1.0005,8005305.102,0.037,0
27,,-2,3,5,8,B,22921.569,1,4717.1551,0.125,-12142.7002,18.2704,8024607.315,1.073,0
28,,-4,2,6,8,C,35064.269,18.243,3101.5242,2.2804,,,8037643.039,19.584,0
29,0,5,7,2,9,He,40935.826,46.816,3349.038,5.2018,15980.9213,46.8169,9043946.414,50.259,0
30,,3,6,3,9,Li,24954.905,0.186,5037.7685,0.0207,13606.4541,0.2014,9026790.191,0.2,0
31,,1,5,4,9,Be,11348.451,0.076,6462.6693,0.0085,-1068.0349,0.8994,9012183.062,0.082,0
32,,-1,4,5,9,B,12416.486,0.903,6257.0713,0.1003,-16494.4854,2.3195,9013329.645,0.969,0
33,,-3,3,6,9,C,28910.971,2.137,4337.4233,0.2374,,,9031037.202,2.293,0
34,0,6,8,2,10,He,49197.147,92.848,2995.134,9.2848,16144.5191,93.7152,10052815.31,99.676,0
35,,4,7,3,10,Li,33052.628,12.721,4531.3512,1.2721,20445.1411,12.7216,10035483.45,13.656,0
36,,2,6,4,10,Be,12607.487,0.081,6497.6306,0.0081,556.8759,0.0822,10013534.69,0.086,0
37,,0,5,5,10,B,12050.611,0.015,6475.0835,0.0015,-3648.0623,0.0687,10012936.86,0.016,0
38,,-2,4,6,10,C,15698.673,0.07,6032.0426,0.007,-23101.3545,400,10016853.22,0.075,0
39,,-4,3,7,10,N,38800.027,400,3643.6724,40,,,10041653.54,429.417,0
40,0,5,8,3,11,Li,40728.259,0.615,4155.3817,0.0559,20551.0898,0.6591,11043723.58,0.66,0
41,,3,7,4,11,Be,20177.169,0.238,5952.5402,0.0216,11509.4607,0.238,11021661.08,0.255,0
42,,1,6,5,11,B,8667.708,0.012,6927.7323,0.0011,-1981.6889,0.0608,11009305.17,0.013,0
43,,-1,5,6,11,C,10649.397,0.06,6676.4563,0.0054,-13716.2469,5.0008,11011432.6,0.064,0
44,,-3,4,7,11,N,24365.644,5,5358.4023,0.4546,-23373.2693,60.2459,11026157.59,5.368,0
45,,-5,3,8,11,O,47738.913,60.038,3162.4372,5.458,,,11051249.83,64.453,0
46,0,6,9,3,12,Li,49009.577,30.006,3791.5999,2.5005,23931.8152,30.0669,12052613.94,32.213,0
47,,4,8,4,12,Be,25077.761,1.909,5720.7223,0.159,11708.3636,2.3214,12026922.08,2.048,0
48,,2,7,5,12,B,13369.398,1.321,6631.2237,0.1101,13369.3979,1.3214,12014352.64,1.418,0
49,,0,6,6,12,C,0,0,7680.1446,0.0002,-17338.0681,0.9999,12000000,0,0
50,,-2,5,7,12,N,17338.068,1,6170.11,0.0833,-14675.2668,12.0418,12018613.18,1.073,0
51,,-4,4,8,12,O,32013.335,12,4881.9755,1,,,12034367.73,12.882,0
52,0,7,10,3,13,Li,56980.895,70.003,3507.6307,5.3848,23321.8152,70.7391,13061171.5,75.15,0
53,,5,9,4,13,Be,33659.08,10.18,5241.4359,0.7831,17097.1315,10.2295,13036134.51,10.929,0
54,,3,8,5,13,B,16561.948,1,6496.4194,0.0769,13436.9387,1.0001,13017779.98,1.073,0
55,,1,7,6,13,C,3125.00933,0.00023,7469.8495,0.0002,-2220.4718,0.2695,13003354.84,0.00025,0
56,,-1,6,7,13,N,5345.481,0.27,7238.8634,0.0207,-17769.9506,9.5301,13005738.61,0.289,0
57,,-3,5,8,13,O,23115.432,9.526,5811.7636,0.7328,-18915,500,13024815.44,10.226,0
58,,-5,4,9,13,F,42030,500,4297,38,,,13045121,537,1
59,0,6,10,4,14,Be,39954.502,132.245,4993.8973,9.4461,16290.8166,133.9357,14042892.92,141.97,0
60,,4,9,5,14,B,23663.686,21.213,6101.6451,1.5152,20643.7926,21.2133,14025404.01,22.773,0
61,,2,8,6,14,C,3019.89328,0.00375,7520.3198,0.0004,156.4765,0.0037,14003241.99,0.00403,0
62,,0,7,7,14,N,2863.41683,0.00022,7475.6148,0.0002,-5144.3643,0.0252,14003074,0.00024,0
63,,-2,6,8,14,O,8007.781,0.025,7052.2783,0.0018,-23956.6215,41.1187,14008596.71,0.027,0
64,,-4,5,9,14,F,31964.403,41.119,5285.2091,2.9371,,,14034315.2,44.142,0
65,0,7,11,4,15,Be,49825.821,165.797,4540.9708,11.0532,20868.4411,167.1256,15053490.22,177.99,0
66,,5,10,5,15,B,28957.379,21.029,5880.0438,1.4019,19084.2343,21.0442,15031087.02,22.575,0
67,,3,9,6,15,C,9873.145,0.8,7100.1696,0.0533,9771.7071,0.8,15010599.26,0.858,0
68,,1,8,7,15,N,101.43809,0.00058,7699.4603,0.0002,-2754.1841,0.4902,15000108.9,0.00062,0
69,,-1,7,8,15,O,2855.622,0.49,7463.6915,0.0327,-13711.13,14.0086,15003065.64,0.526,0
70,,-3,6,9,15,F,16566.752,14,6497.4597,0.9333,-23648.6215,68.1377,15017785.14,15.029,0
71,,-5,5,10,15,Ne,40215.374,66.684,4868.7285,4.4456,,,15043172.98,71.588,0
72,0,8,12,4,16,Be,57447.139,165.797,4285.2851,10.3623,20335.4399,167.6075,16061672.04,177.99,0
73,,6,11,5,16,B,37111.699,24.566,5507.3535,1.5354,23417.5656,24.8254,16039841.05,26.373,0
74,,4,10,6,16,C,13694.133,3.578,6922.0546,0.2236,8010.226,4.254,16014701.26,3.84,0
75,,2,9,7,16,N,5683.907,2.301,7373.7971,0.1438,10420.9094,2.3014,16006101.93,2.47,0
76,,0,8,8,16,O,-4737.00217,0.0003,7976.2072,0.0002,-15412.184,5.3642,15994914.62,0.00032,0
77,,-2,7,9,16,F,10675.182,5.364,6964.049,0.3353,-13311.5932,21.1709,16011460.28,5.758,0
78,,-4,6,10,16,Ne,23986.775,20.48,6083.1777,1.28,,,16025750.86,21.986,0
79,0,7,12,5,17,B,43716.322,204.104,5269.6677,12.0061,22684.4422,204.841,17046931.4,219.114,0
80,,5,11,6,17,C,21031.88,17.365,6558.0262,1.0215,13161.8007,22.9464,17022578.65,18.641,0
81,,3,10,7,17,N,7870.079,15,7286.2294,0.8824,8678.843,15,17008448.88,16.103,0
82,,1,9,8,17,O,-808.76421,0.00064,7750.7291,0.0002,-2760.4655,0.2479,16999131.76,0.00069,0
83,,-1,8,9,17,F,1951.701,0.248,7542.3284,0.0146,-14548.7507,0.4323,17002095.24,0.266,0
84,,-3,7,10,17,Ne,16500.452,0.354,6640.4991,0.0208,-18219.1277,59.6167,17017713.96,0.38,0
85,,-5,6,11,17,Na,34719.58,59.616,5522.7653,3.5068,,,17037273,64,0
86,0,8,13,5,18,B,51792.64,204.165,4976.6306,11.3425,26873.3742,206.3572,18055601.68,219.18,0
87,,6,12,6,18,C,24919.266,30,6426.1321,1.6667,11806.0982,35.2821,18026751.93,32.206,0
88,,4,11,7,18,N,13113.167,18.57,7038.5627,1.0316,13895.9838,18.5695,18014077.56,19.935,0
89,,2,10,8,18,O,-782.81634,0.00064,7767.0981,0.0002,-1655.9288,0.4633,17999159.61,0.00069,0
90,,0,9,9,18,F,873.112,0.463,7631.6383,0.0257,-4444.5049,0.5888,18000937.32,0.497,0
91,,-2,8,10,18,Ne,5317.617,0.363,7341.2577,0.0202,-19720.3745,93.8819,18005708.7,0.39,0
92,,-4,7,11,18,Na,25037.992,93.881,6202.2176,5.2156,,,18026879.39,100.785,0
93,0,9,14,5,19,B,59770.251,525.363,4719.6346,27.6507,27356.4961,534.4964,19064166,564,0
94,,7,13,6,19,C,32413.754,98.389,6118.274,5.1784,16557.4995,99.7475,19034797.59,105.625,0
95,,5,12,7,19,N,15856.255,16.404,6948.5452,0.8634,12523.3972,16.6143,19017022.39,17.61,0
96,,3,11,8,19,O,3332.858,2.637,7566.4952,0.1388,4820.3029,2.637,19003577.97,2.83,0
97,,1,10,9,19,F,-1487.44512,0.00082,7779.0192,0.0002,-3239.4986,0.1601,18998403.16,0.00088,0
98,,-1,9,10,19,Ne,1752.054,0.16,7567.3431,0.0084,-11177.331,10.5364,19001880.91,0.171,0
99,,-3,8,11,19,Na,12929.384,10.535,6937.8864,0.5545,-18909.0095,60.9189,19013880.26,11.309,0
100,,-5,7,12,19,Mg,31838.394,60.001,5901.4992,3.1579,,,19034179.92,64.413,0
101,0,10,15,5,20,B,69401.569,546.357,4405.6529,27.3178,31898.0019,593.0377,20074505.64,586.538,0
102,,8,14,6,20,C,37503.567,230.625,5961.4356,11.5312,15737.0689,243.7459,20040261.73,247.585,0
103,,6,13,7,20,N,21766.498,78.894,6709.1717,3.9447,17970.3261,78.8991,20023367.3,84.696,0
104,,4,12,8,20,O,3796.172,0.885,7568.5707,0.0442,3813.6349,0.8854,20004075.36,0.95,0
105,,2,11,9,20,F,-17.463,0.03,7720.1351,0.0015,7024.4689,0.0297,19999981.25,0.031,0
106,,0,10,10,20,Ne,-7041.93217,0.00154,8032.2412,0.0002,-13892.4207,1.109,19992440.18,0.00165,0
107,,-2,9,11,20,Na,6850.489,1.109,7298.5028,0.0554,-10627.2054,2.1681,20007354.3,1.19,0
108,,-4,8,12,20,Mg,17477.694,1.863,6728.0252,0.0931,,,20018763.08,2,0
109,0,11,16,5,21,B,78382.887,558.664,4152.5265,26.6031,32740,817,21084147.49,599.75,0
110,,9,15,6,21,C,45643,596,5674,28,20411,611,21049000,640,1
111,,7,14,7,21,N,25231.915,134.048,6609.0159,6.3832,17169.8816,134.584,21027087.57,143.906,0
112,,5,13,8,21,O,8062.034,12,7389.3747,0.5714,8109.639,12.1342,21008654.95,12.882,0
113,,3,12,9,21,F,-47.605,1.8,7738.2934,0.0857,5684.1712,1.8004,20999948.89,1.932,0
114,,1,11,10,21,Ne,-5731.776,0.038,7971.7136,0.0018,-3546.919,0.0177,20993846.69,0.041,0
115,,-1,10,11,21,Na,-2184.857,0.042,7765.5581,0.002,-13088.708,0.7557,20997654.46,0.045,0
116,,-3,9,12,21,Mg,10903.851,0.755,7105.0317,0.0359,-16186,600,21011705.76,0.81,0
117,,-5,8,13,21,Al,27090,600,6297,29,,,21029082,644,1
118,0,10,16,6,22,C,53611.203,231.49,5421.0778,10.5223,21846.3983,311.0627,22057553.99,248.515,0
119,,8,15,7,22,N,31764.805,207.779,6378.5347,9.4445,22481.7725,215.435,22034100.92,223.06,0
120,,6,14,8,22,O,9283.032,56.921,7364.8722,2.5873,6489.6562,58.2558,22009965.74,61.107,0
121,,4,13,9,22,F,2793.376,12.399,7624.2954,0.5636,10818.0916,12.399,22002998.81,13.31,0
122,,2,12,10,22,Ne,-8024.716,0.018,8080.4656,0.0008,-2843.3243,0.1325,21991385.11,0.018,0
123,,0,11,11,22,Na,-5181.391,0.132,7915.6624,0.006,-4781.4051,0.1631,21994437.55,0.141,0
124,,-2,10,12,22,Mg,-399.986,0.159,7662.7645,0.0072,-18601,401,21999570.6,0.17,0
125,,-4,9,13,22,Al,18201,401,6782,18,-15439,641,22019540,430,1
126,,-6,8,14,22,Si,33640,500,6044,23,,,22036114,537,1
127,0,11,17,6,23,C,64171,997,5077,43,27450,1082,23068890,1070,1
128,,9,16,7,23,N,36720.429,420.57,6236.6721,18.2856,22099.0584,437.8271,23039421,451.5,0
129,,7,15,8,23,O,14621.371,121.712,7163.4856,5.2918,11336.1072,126.1904,23015696.69,130.663,0
130,,5,14,9,23,F,3285.263,33.32,7622.3447,1.4487,8439.3084,33.3206,23003526.88,35.77,0
131,,3,13,10,23,Ne,-5154.045,0.104,7955.2561,0.0045,4375.8085,0.1044,22994466.91,0.112,0
132,,1,12,11,23,Na,-9529.85352,0.00181,8111.4936,0.0002,-4056.179,0.0317,22989769.28,0.00194,0
133,,-1,11,12,23,Mg,-5473.675,0.032,7901.1229,0.0014,-12221.7457,0.3461,22994123.77,0.034,0
134,,-3,10,13,23,Al,6748.071,0.345,7335.7275,0.015,-17202,500,23007244.35,0.37,0
135,,-5,9,14,23,Si,23950,500,6554,22,,,23025711,537,1
136,0,10,17,7,24,N,46938,401,5887,17,28438,433,24050390,430,1
137,,8,16,8,24,O,18500.404,164.874,7039.6855,6.8698,10955.8885,191.6327,24019861,177,0
138,,6,15,9,24,F,7544.516,97.67,7463.5831,4.0696,13496.1583,97.6717,24008099.37,104.853,0
139,,4,14,10,24,Ne,-5951.642,0.513,7993.3252,0.0214,2466.2583,0.513,23993610.65,0.55,0
140,,2,13,11,24,Na,-8417.901,0.017,8063.4882,0.0007,5515.6774,0.021,23990963.01,0.017,0
141,,0,12,12,24,Mg,-13933.578,0.013,8260.7103,0.0006,-13884.766,0.2282,23985041.69,0.013,0
142,,-2,11,13,24,Al,-48.812,0.228,7649.5806,0.0095,-10793.9978,19.4734,23999947.6,0.244,0
143,,-4,10,14,24,Si,10745.186,19.472,7167.2329,0.8113,-23275,501,24011535.43,20.904,0
144,,-6,9,15,24,P,34020,500,6165,21,,,24036522,537,1
145,0,11,18,7,25,N,55983,503,5613,20,28654,529,25060100,540,1
146,,9,17,8,25,O,27329.03,165.084,6727.8058,6.6034,15994.8633,191.1909,25029338.92,177.225,0
147,,7,16,9,25,F,11334.167,96.442,7336.3065,3.8577,13369.6698,100.7212,25012167.73,103.535,0
148,,5,15,10,25,Ne,-2035.503,29.045,7839.7994,1.1618,7322.3107,29.0701,24997814.8,31.181,0
149,,3,14,11,25,Na,-9357.814,1.2,8101.3979,0.048,3834.9684,1.2009,24989953.97,1.288,0
150,,1,13,12,25,Mg,-13192.782,0.047,8223.5028,0.0019,-4276.808,0.0447,24985836.97,0.05,0
151,,-1,12,13,25,Al,-8915.974,0.065,8021.1366,0.0026,-12743.2956,10.0002,24990428.31,0.069,0
152,,-3,11,14,25,Si,3827.322,10,7480.1109,0.4,-16363,400,25004108.8,10.735,0
153,,-5,10,15,25,P,20190,400,6794,16,,,25021675,429,1
154,0,10,18,8,26,O,34661.041,164.95,6497.479,6.3442,15986.3855,196.6301,26037210.16,177.081,0
155,,8,17,9,26,F,18674.655,107.027,7082.2497,4.1164,18193.5414,108.6022,26020048.07,114.898,0
156,,6,16,10,26,Ne,481.114,18.429,7751.911,0.7088,7341.894,18.7585,26000516.5,19.784,0
157,,4,15,11,26,Na,-6860.78,3.502,8004.2013,0.1347,9353.7631,3.5018,25992634.65,3.759,0
158,,2,14,12,26,Mg,-16214.544,0.029,8333.8711,0.0011,-4004.4042,0.0629,25982592.97,0.031,0
159,,0,13,13,26,Al,-12210.139,0.066,8149.7653,0.0026,-5069.1361,0.0849,25986891.88,0.071,0
160,,-2,12,14,26,Si,-7141.003,0.108,7924.7083,0.0041,-18114,196,25992333.82,0.115,0
161,,-4,11,15,26,P,10973,196,7198,8,-16707,631,26011780,210,1
162,,-6,10,16,26,S,27680,600,6525,23,,,26029716,644,1
163,0,11,19,8,27,O,44670,500,6185,19,19536,514,27047955,537,1
164,,9,18,9,27,F,25133.478,120.198,6879.6662,4.4518,18082.568,150.6211,27026981.9,129.037,0
165,,7,17,10,27,Ne,7050.91,90.77,7520.4151,3.3619,12568.7005,90.8467,27007569.46,97.445,0
166,,5,16,11,27,Na,-5517.791,3.726,7956.9467,0.138,9068.8037,3.7266,26994076.41,4,0
167,,3,15,12,27,Mg,-14586.594,0.047,8263.8525,0.0018,2610.2694,0.0669,26984340.65,0.05,0
168,,1,14,13,27,Al,-17196.864,0.047,8331.5533,0.0018,-4812.3583,0.0964,26981538.41,0.05,0
169,,-1,13,14,27,Si,-12384.505,0.107,8124.342,0.004,-11725.473,9.0013,26986704.69,0.115,0
170,,-3,12,15,27,P,-659.032,9.001,7661.0894,0.3334,-18150,400,26999292.5,9.662,0
171,,-5,11,16,27,S,17491,400,6960,15,,,27018777,430,1
172,0,12,20,8,28,O,52080,699,5988,25,18676,709,28055910,750,1
173,,10,19,9,28,F,33403.796,120.347,6626.8567,4.2981,22104.0579,174.2886,28035860.45,129.198,0
174,,8,18,10,28,Ne,11299.738,126.068,7388.3463,4.5024,12288.0534,126.4833,28012130.77,135.339,0
175,,6,17,11,28,Na,-988.315,10.246,7799.2644,0.3659,14031.6303,10.2498,27998939,11,0
176,,4,16,12,28,Mg,-15019.946,0.261,8272.4531,0.0093,1830.774,0.2653,27983875.43,0.28,0
177,,2,15,13,28,Al,-16850.719,0.049,8309.8969,0.0018,4642.0776,0.0486,27981910.01,0.052,0
178,,0,14,14,28,Si,-21492.79711,0.00051,8447.7445,0.0002,-14344.9407,1.1473,27976926.53,0.00055,0
179,,-2,13,15,28,P,-7147.856,1.147,7907.4842,0.041,-11221.0593,160.0041,27992326.46,1.231,0
180,,-4,12,16,28,S,4073.203,160,7478.7911,5.7143,-24197,525,28004372.76,171.767,0
181,,-6,11,17,28,Cl,28270,500,6587,18,,,28030349,537,1
182,0,11,20,9,29,F,40150.19,525.363,6444.0314,18.116,21750.3873,546.2212,29043103,564,0
183,,9,19,10,29,Ne,18399.803,149.505,7167.0673,5.1553,15719.8092,149.6847,29019753,160.5,0
184,,7,18,11,29,Na,2679.994,7.337,7682.1522,0.253,13292.3538,7.3447,29002877.09,7.876,0
185,,5,17,12,29,Mg,-10612.36,0.345,8113.5317,0.0119,7595.4023,0.4873,28988607.16,0.369,0
186,,3,16,13,29,Al,-18207.762,0.345,8348.4647,0.0119,3687.3192,0.3447,28980453.16,0.37,0
187,,1,15,14,29,Si,-21895.08154,0.00056,8448.6361,0.0002,-4942.2325,0.3589,28976494.66,0.0006,0
188,,-1,14,15,29,P,-16952.849,0.359,8251.2368,0.0124,-13858.4257,13.0459,28981800.37,0.385,0
189,,-3,13,16,29,S,-3094.423,13.041,7746.3826,0.4497,-17117,189,28996678,14,0
190,,-5,12,17,29,Cl,14022,189,7129,7,-23947,478,29015053,203,1
191,,-7,11,18,29,Ar,37969,439,6276,15,,,29040761,471,1
192,0,12,21,9,30,F,48960,500,6205,17,25680,561,30052561,537,1
193,,10,20,10,30,Ne,23280.12,253.25,7034.5317,8.4417,14805.4501,253.2946,30024992.24,271.875,0
194,,8,19,11,30,Na,8474.67,4.727,7501.9685,0.1576,17356.0423,4.9011,30009097.93,5.074,0
195,,6,18,12,30,Mg,-8881.373,1.295,8054.425,0.0432,6982.744,2.3287,29990465.45,1.39,0
196,,4,17,13,30,Al,-15864.116,1.936,8261.1049,0.0645,8568.8459,1.9357,29982969.17,2.077,0
197,,2,16,14,30,Si,-24432.962,0.022,8520.6549,0.0008,-4232.1065,0.0615,29973770.14,0.023,0
198,,0,15,15,30,P,-20200.856,0.065,8353.5064,0.0022,-6141.6014,0.1956,29978313.49,0.069,0
199,,-2,14,16,30,S,-14059.254,0.206,8122.7081,0.0069,-18733.802,23.8769,29984906.77,0.221,0
200,,-4,13,17,30,Cl,4674.548,23.876,7472.1698,0.7959,-17397,180,30005018.33,25.631,0
201,,-6,12,18,30,Ar,22071,179,6866,6,,,30023694,192,1
202,0,13,22,9,31,F,56843,535,6011,17,25661,597,31061023,574,1
203,,11,21,10,31,Ne,31181.594,266.195,6813.0902,8.5869,18935.5625,266.5617,31033474.82,285.772,0
204,,9,20,11,31,Na,12246.031,13.972,7398.6778,0.4507,15368.1833,14.3065,31013146.65,15,0
205,,7,19,12,31,Mg,-3122.152,3.074,7869.1886,0.0992,11828.5569,3.8009,30996648.23,3.3,0
206,,5,18,13,31,Al,-14950.709,2.236,8225.518,0.0721,7998.3286,2.236,30983949.75,2.4,0
207,,3,17,14,31,Si,-22949.037,0.043,8458.2916,0.0014,1491.5071,0.0434,30975363.2,0.046,0
208,,1,16,15,31,P,-24440.54442,0.00075,8481.1677,0.0002,-5398.013,0.2292,30973762,0.0008,0
209,,-1,15,16,31,S,-19042.531,0.229,8281.8013,0.0074,-12007.979,3.4541,30979557,0.246,0
210,,-3,14,17,31,Cl,-7034.552,3.447,7869.2101,0.1112,-18360,200,30992448.1,3.7,0
211,,-5,13,18,31,Ar,11325,200,7252,6,-22935,361,31012158,215,1
212,,-7,12,19,31,K,34260,300,6487,10,,,31036780,322,1
213,0,12,22,10,32,Ne,36999,503,6671,16,18359,504,32039720,540,1
214,,10,21,11,32,Na,18640.152,37.26,7219.8815,1.1644,19469.0523,37.4021,32020011.02,40,0
215,,8,20,12,32,Mg,-828.901,3.26,7803.8411,0.1019,10270.4677,7.8787,31999110.14,3.5,0
216,,6,19,13,32,Al,-11099.368,7.173,8100.3449,0.2241,12978.3208,7.1787,31988084.34,7.7,0
217,,4,18,14,32,Si,-24077.689,0.298,8481.469,0.0093,227.1872,0.3008,31974151.54,0.32,0
218,,2,17,15,32,P,-24304.876,0.04,8464.1203,0.0013,1710.6608,0.04,31973907.64,0.042,0
219,,0,16,16,32,S,-26015.53714,0.00131,8493.1301,0.0002,-12680.8313,0.5617,31972071.17,0.00141,0
220,,-2,15,17,32,Cl,-13334.706,0.562,8072.4058,0.0176,-11134.3536,1.8568,31985684.61,0.603,0
221,,-4,14,18,32,Ar,-2200.352,1.77,7700.0089,0.0553,-24190,400,31997637.82,1.9,0
222,,-6,13,19,32,K,21990,400,6920,12,,,32023607,429,1
223,0,13,23,10,33,Ne,46130,600,6436,18,22350,750,33049523,644,1
224,,11,22,11,33,Na,23780.113,449.912,7089.9262,13.6337,18817.24,449.9195,33025529,483,0
225,,9,21,12,33,Mg,4962.873,2.663,7636.4382,0.0807,13460.255,7.4767,33005327.86,2.859,0
226,,7,20,13,33,Al,-8497.382,6.986,8020.6172,0.2117,12016.946,7.0211,32990877.69,7.5,0
227,,5,19,14,33,Si,-20514.328,0.699,8361.0596,0.0212,5823.0223,1.2947,32977976.96,0.75,0
228,,3,18,15,33,P,-26337.35,1.09,8513.8073,0.033,248.5079,1.09,32971725.69,1.17,0
229,,1,17,16,33,S,-26585.8583,0.00134,8497.6304,0.0002,-5582.5182,0.3908,32971458.91,0.00144,0
230,,-1,16,17,33,Cl,-21003.34,0.391,8304.7557,0.0118,-11619.0452,0.5596,32977451.99,0.419,0
231,,-3,15,18,33,Ar,-9384.295,0.401,7928.9559,0.0121,-16925,200,32989925.55,0.43,0
232,,-5,14,19,33,K,7540,200,7392,6,-23489,447,33008095,215,1
233,,-7,13,20,33,Ca,31030,400,6657,12,,,33033312,429,1
234,0,14,24,10,34,Ne,52842,513,6287,15,21161,789,34056728,551,1
235,,12,23,11,34,Na,31680.114,599.416,6886.4377,17.6299,23356.7903,599.4561,34034010,643.5,0
236,,10,22,12,34,Mg,8323.324,6.893,7550.3919,0.2027,11320.9428,7.2072,34008935.46,7.4,0
237,,8,21,13,34,Al,-2997.619,2.105,7860.3506,0.0619,16994.0653,2.2519,33996781.92,2.259,0
238,,6,20,14,34,Si,-19991.684,0.801,8337.1659,0.0236,4557.0175,1.1395,33978538.05,0.86,0
239,,4,19,15,34,P,-24548.702,0.81,8448.1856,0.0238,5382.9879,0.8116,33973645.89,0.87,0
240,,2,18,16,34,S,-29931.689,0.045,8583.4986,0.0013,-5491.6037,0.0378,33967867.01,0.047,0
241,,0,17,17,34,Cl,-24440.086,0.049,8398.9706,0.0014,-6061.793,0.0631,33973762.49,0.052,0
242,,-2,16,18,34,Ar,-18378.293,0.078,8197.6724,0.0023,-17158,196,33980270.09,0.083,0
243,,-4,15,19,34,K,-1220,196,7670,6,-16110,358,33998690,210,1
244,,-6,14,20,34,Ca,14890,300,7173,9,,,34015985,322,1
245,0,13,24,11,35,Na,37831,670,6745,19,22192,723,35040614,720,1
246,,11,23,12,35,Mg,15639.786,269.668,7356.2338,7.7048,15863.5156,269.7679,35016790,289.5,0
247,,9,22,13,35,Al,-223.73,7.359,7787.1243,0.2103,14167.7504,36.6047,34999759.82,7.9,0
248,,7,21,14,35,Si,-14391.48,35.857,8169.5644,1.0245,10466.3291,35.9049,34984550.11,38.494,0
249,,5,20,15,35,P,-24857.809,1.866,8446.2496,0.0533,3988.4006,1.8667,34973314.05,2.003,0
250,,3,19,16,35,S,-28846.21,0.04,8537.8511,0.0012,167.3218,0.0257,34969032.32,0.043,0
251,,1,18,17,35,Cl,-29013.532,0.035,8520.279,0.001,-5966.2429,0.6794,34968852.69,0.038,0
252,,-1,17,18,35,Ar,-23047.289,0.68,8327.4621,0.0194,-11874.3955,0.8516,34975257.72,0.73,0
253,,-3,16,19,35,K,-11172.893,0.512,7965.8409,0.0146,-16363,200,34988005.41,0.55,0
254,,-5,15,20,35,Ca,5190,200,7476,6,-21910,447,35005572,215,1
255,,-7,14,21,35,Sc,27100,400,6828,11,,,35029093,429,1
256,0,14,25,11,36,Na,45903,687,6557,19,25523,974,36049279,737,1
257,,12,24,12,36,Mg,20380.159,690.237,7244.4202,19.1733,14429.7751,706.2429,36021879,741,0
258,,10,23,13,36,Al,5950.384,149.505,7623.5154,4.1529,18386.5096,165.851,36006388,160.5,0
259,,8,22,14,36,Si,-12436.125,71.797,8112.5199,1.9944,7814.9194,72.9852,35986649.27,77.077,0
260,,6,21,15,36,P,-20251.045,13.114,8307.8692,0.3643,10413.0962,13.1124,35978259.61,14.078,0
261,,4,20,16,36,S,-30664.141,0.188,8575.39,0.0052,-1142.1329,0.1893,35967080.69,0.201,0
